duracion_supervivencia,poblacion_inicial,poblacion_total,supervivencia_max,edad_promedio,salud_promedio,clima,terreno,genotipo_fuerza,genotipo_velocidad,genotipo_resistencia,genotipo_inteligencia,genotipo_adaptabilidad,genotipo_supervivencia
6,10,13,6,30.428571428571427,99.80386358736493,{'soleado'},"{'pradera', 'sabana', 'pantano'}",68.0,27.0,35.0,92.0,51.0,61.0
3,10,10,3,36.5,100.09244292442072,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",14.0,45.0,98.0,93.0,70.0,36.0
7,10,17,4,23.75,100.14776467282236,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",79.0,72.0,15.0,29.0,83.0,22.0
7,10,17,6,29.75,100.33731389973684,{'soleado'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",37.0,40.0,65.0,24.0,32.0,39.0
6,10,13,6,42.5,100.2309767688347,{'soleado'},"{'pradera', 'sabana', 'pantano'}",50.0,69.0,93.0,87.0,69.0,96.0
8,10,19,7,24.0,100.43283583405679,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",52.0,60.0,87.0,60.0,23.0,87.0
4,10,13,4,30.6,100.19662494017678,{'soleado'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",79.0,83.0,17.0,17.0,21.0,54.0
7,10,21,5,26.583333333333332,100.0456007228712,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",42.0,89.0,74.0,74.0,8.0,88.0
8,10,24,5,24.23076923076923,100.29293406903619,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",55.0,38.0,16.0,92.0,91.0,18.0
8,10,26,6,19.615384615384617,100.21589659458787,{'soleado'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",71.0,53.0,83.0,33.0,73.0,27.0
11,10,19,10,24.6,100.3378935253501,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",27.0,90.0,57.0,57.0,20.0,73.0
11,10,29,6,19.666666666666668,102.78916635991254,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",69.0,26.0,95.0,71.0,85.0,92.0
5,10,13,5,42.888888888888886,100.19005571824734,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",22.0,50.0,84.0,96.0,19.0,92.0
8,10,15,5,25.285714285714285,101.39329542906874,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",38.0,48.0,14.0,14.0,49.0,68.0
7,10,28,5,16.866666666666667,100.31085681461755,{'soleado'},"{'desierto', 'pradera', 'sabana', 'pantano'}",78.0,87.0,71.0,6.0,90.0,46.0
10,10,20,10,20.333333333333332,99.70610983576849,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",67.0,60.0,77.0,79.0,26.0,45.0
9,10,17,9,10.6,103.68924992866064,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",23.0,15.0,48.0,90.0,46.0,85.0
3,10,10,3,53.0,100.05152394042163,{'soleado'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",85.0,47.0,18.0,67.0,96.0,71.0
5,10,21,4,30.625,100.04597438864735,{'soleado'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",13.0,89.0,84.0,6.0,85.0,71.0
14,10,40,10,7.454545454545454,100.50702166554146,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",38.0,61.0,13.0,6.0,19.0,48.0
19,10,75,15,8.428571428571429,100.45279872905583,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",16.0,98.0,32.0,13.0,7.0,33.0
8,10,14,8,32.875,103.63162996464351,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",82.0,49.0,80.0,22.0,63.0,81.0
6,10,14,6,31.571428571428573,96.88412806499686,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",19.0,66.0,5.0,19.0,91.0,73.0
8,10,23,6,15.88888888888889,102.82986810893772,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",77.0,9.0,26.0,11.0,72.0,85.0
9,10,21,7,20.25,100.43356893906679,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",25.0,56.0,75.0,54.0,24.0,34.0
10,10,24,6,19.857142857142858,101.20376899499361,{'soleado'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",11.0,97.0,80.0,16.0,78.0,43.0
9,10,14,9,31.0,100.53520012183462,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",32.0,25.0,51.0,86.0,9.0,28.0
5,10,14,5,40.857142857142854,100.195691239242,{'soleado'},"{'pradera', 'sabana', 'pantano'}",18.0,31.0,20.0,26.0,73.0,89.0
8,10,22,5,25.5,100.39858670731763,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",14.0,76.0,88.0,79.0,94.0,8.0
15,10,31,9,22.636363636363637,100.88337066849896,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",36.0,79.0,22.0,63.0,58.0,85.0
4,10,19,3,38.5,100.17105543669186,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",17.0,95.0,33.0,58.0,96.0,12.0
9,10,14,6,33.166666666666664,101.83151075550445,{'soleado'},"{'pradera', 'acantilado', 'sabana', 'pantano'}",26.0,10.0,53.0,77.0,40.0,80.0
13,10,45,8,8.708333333333334,101.6179910992228,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",41.0,49.0,65.0,15.0,31.0,49.0
10,10,23,7,16.533333333333335,100.14066107715378,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",20.0,27.0,13.0,26.0,30.0,12.0
9,10,34,5,12.4,102.25974092267583,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",93.0,22.0,62.0,83.0,83.0,12.0
7,10,26,5,20.916666666666668,100.11877674678715,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",78.0,72.0,68.0,76.0,20.0,25.0
9,10,19,8,18.857142857142858,99.6149319866872,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",27.0,35.0,12.0,44.0,53.0,63.0
8,10,20,8,26.666666666666668,101.97611406723634,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",65.0,97.0,11.0,30.0,45.0,84.0
8,10,26,6,14.083333333333334,100.7673353950495,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",41.0,20.0,56.0,94.0,23.0,47.0
5,10,18,4,19.6,100.46941041798519,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",50.0,38.0,94.0,33.0,74.0,75.0
16,10,38,13,15.421052631578947,101.2902570230551,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",39.0,96.0,7.0,27.0,28.0,97.0
8,10,23,5,27.363636363636363,103.31154535771516,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",72.0,27.0,67.0,71.0,70.0,10.0
10,10,21,7,23.428571428571427,100.92279109255684,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",75.0,81.0,63.0,59.0,39.0,41.0
2,10,11,2,40.2,100.05169929540155,{'soleado'},"{'pradera', 'sabana'}",43.0,52.0,29.0,12.0,97.0,81.0
13,10,28,8,16.933333333333334,101.21429879795413,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",66.0,31.0,53.0,54.0,37.0,24.0
5,10,16,3,27.09090909090909,100.17163574219339,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",52.0,88.0,70.0,8.0,74.0,84.0
10,10,22,5,27.1,106.18469693441186,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",12.0,50.0,17.0,46.0,96.0,28.0
11,10,28,7,20.333333333333332,100.6073474070451,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",80.0,76.0,90.0,80.0,47.0,28.0
10,10,21,9,14.4,100.25773410252467,{'soleado'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",23.0,78.0,73.0,86.0,60.0,76.0
3,10,10,3,45.125,100.34318708919533,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",87.0,87.0,13.0,66.0,89.0,90.0
8,10,13,6,27.833333333333332,101.48237366977571,{'soleado'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",82.0,87.0,19.0,92.0,45.0,64.0
7,10,18,5,10.5,100.31674893873438,{'soleado'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",47.0,76.0,75.0,76.0,47.0,62.0
7,10,17,5,26.77777777777778,100.20698139228745,{'soleado'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",96.0,52.0,78.0,51.0,17.0,58.0
12,10,31,11,19.0,98.82745480052691,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",31.0,77.0,29.0,76.0,31.0,20.0
4,10,10,4,35.75,100.73726765815148,{'soleado'},"{'pradera', 'sabana', 'pantano'}",67.0,21.0,77.0,55.0,82.0,28.0
16,10,21,13,30.583333333333332,100.41742801349051,{'soleado'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",69.0,24.0,91.0,88.0,75.0,67.0
16,10,19,13,27.384615384615383,100.18797923373798,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",98.0,49.0,46.0,73.0,8.0,81.0
8,10,14,7,37.0,100.0,{'soleado'},"{'pradera', 'sabana', 'pantano'}",73.0,80.0,16.0,62.0,41.0,37.0
3,10,12,3,47.666666666666664,100.48724581839481,{'soleado'},"{'pradera', 'acantilado', 'sabana', 'pantano'}",57.0,96.0,49.0,64.0,83.0,59.0
8,10,20,5,30.583333333333332,104.20454484247405,{'soleado'},"{'desierto', 'pradera', 'sabana', 'pantano'}",66.0,39.0,51.0,19.0,89.0,9.0
4,10,18,4,30.0,100.11270405357531,{'soleado'},"{'pradera', 'sabana', 'pantano'}",79.0,9.0,46.0,87.0,90.0,46.0
6,10,14,6,29.571428571428573,100.66413637980195,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",85.0,34.0,31.0,6.0,25.0,75.0
8,10,18,6,36.833333333333336,100.63831438563277,{'soleado'},"{'pradera', 'sabana', 'pantano'}",72.0,19.0,99.0,99.0,85.0,44.0
13,10,28,8,19.384615384615383,100.17699793364889,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",14.0,16.0,65.0,94.0,47.0,14.0
8,10,25,7,20.90909090909091,100.11493734030365,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",13.0,39.0,32.0,25.0,21.0,11.0
7,10,25,5,18.615384615384617,100.44879703324567,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",12.0,66.0,38.0,52.0,27.0,90.0
8,10,30,6,18.428571428571427,100.5338923748802,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",12.0,99.0,33.0,42.0,31.0,71.0
16,10,25,12,25.666666666666668,101.61929910278853,{'soleado'},"{'desierto', 'pradera', 'sabana', 'pantano'}",68.0,54.0,17.0,65.0,77.0,30.0
7,10,19,6,12.166666666666666,103.89371604212278,{'soleado'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",31.0,28.0,75.0,79.0,70.0,55.0
15,10,17,15,31.5,100.38368404639296,{'soleado'},"{'pradera', 'sabana', 'pantano'}",25.0,11.0,98.0,62.0,8.0,97.0
8,10,15,8,15.666666666666666,100.0,{'soleado'},"{'pradera', 'acantilado', 'sabana', 'pantano'}",36.0,59.0,99.0,58.0,81.0,29.0
9,10,25,5,16.846153846153847,105.6610616372135,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",14.0,69.0,20.0,78.0,89.0,82.0
13,10,49,12,11.904761904761905,100.07228770861067,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",68.0,74.0,87.0,92.0,7.0,15.0
15,10,54,12,6.0,99.98305216316591,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",34.0,38.0,47.0,82.0,13.0,71.0
11,10,32,9,20.166666666666668,103.39491673880394,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",26.0,21.0,93.0,61.0,60.0,10.0
6,10,17,4,35.0,100.25374119575115,{'soleado'},"{'desierto', 'pradera', 'sabana', 'pantano'}",36.0,40.0,21.0,56.0,17.0,27.0
12,10,37,7,13.7,100.25366368222768,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",89.0,82.0,28.0,29.0,19.0,70.0
19,10,28,16,18.833333333333332,100.42752116200245,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",87.0,41.0,52.0,59.0,33.0,93.0
9,10,30,6,45.2,101.2061625183398,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",96.0,20.0,39.0,70.0,88.0,55.0
9,10,19,7,32.0,102.25493458750064,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",23.0,67.0,60.0,95.0,52.0,40.0
19,10,28,13,17.0,100.29095244858583,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",91.0,79.0,29.0,31.0,17.0,40.0
9,10,23,8,17.0,101.3307102255034,{'soleado'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",53.0,45.0,50.0,7.0,27.0,51.0
11,10,36,8,18.357142857142858,108.73441596247437,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",63.0,73.0,42.0,7.0,82.0,98.0
6,10,20,5,24.125,102.24666589310895,{'soleado'},"{'desierto', 'pradera', 'sabana', 'pantano'}",82.0,83.0,24.0,40.0,78.0,92.0
5,10,16,5,30.166666666666668,101.23912107613802,{'soleado'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",62.0,88.0,11.0,58.0,66.0,25.0
10,10,24,6,22.666666666666668,100.03910917549705,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",60.0,48.0,66.0,43.0,87.0,37.0
4,10,12,4,26.8,100.0313302525613,{'soleado'},"{'pradera', 'sabana', 'pantano'}",12.0,7.0,16.0,50.0,87.0,76.0
8,10,13,7,38.42857142857143,100.50759383550205,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",35.0,37.0,93.0,91.0,23.0,80.0
7,10,31,5,16.76923076923077,102.01984569018965,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",38.0,20.0,68.0,17.0,93.0,63.0
4,10,21,3,32.857142857142854,100.09070500234692,{'soleado'},"{'pradera', 'sabana', 'pantano'}",42.0,97.0,34.0,61.0,31.0,66.0
6,10,14,5,21.875,102.99804203171212,{'soleado'},"{'pradera', 'sabana', 'pantano'}",99.0,57.0,10.0,43.0,84.0,80.0
11,10,32,6,10.615384615384615,107.87470098518982,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",85.0,95.0,53.0,65.0,75.0,29.0
3,10,17,3,22.428571428571427,100.09703012143848,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",57.0,92.0,10.0,30.0,97.0,58.0
14,10,27,13,29.75,101.12112749536412,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",21.0,22.0,84.0,95.0,22.0,36.0
11,10,38,8,14.238095238095237,100.24328537591018,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",60.0,50.0,38.0,73.0,7.0,8.0
8,10,37,5,9.666666666666666,103.13721380094847,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",34.0,42.0,11.0,91.0,97.0,94.0
7,10,13,4,42.0,101.89495940625524,{'soleado'},"{'pradera', 'sabana', 'pantano'}",59.0,7.0,32.0,97.0,93.0,70.0
6,10,15,6,41.25,100.02420238905455,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",99.0,89.0,27.0,15.0,76.0,79.0
4,10,13,4,33.833333333333336,100.03551037507202,{'soleado'},"{'pradera', 'sabana', 'pantano'}",45.0,27.0,96.0,72.0,98.0,91.0
12,10,34,10,18.15,103.86336592316101,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",40.0,7.0,21.0,80.0,57.0,50.0
5,10,23,5,13.375,100.02775902642952,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",83.0,61.0,83.0,82.0,99.0,79.0
9,10,33,5,15.88888888888889,104.62491931906892,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",92.0,17.0,42.0,5.0,71.0,22.0
10,10,24,9,23.0,100.91212687872347,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",46.0,8.0,74.0,78.0,20.0,83.0
5,10,22,5,15.545454545454545,100.07874261718327,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",78.0,48.0,72.0,38.0,91.0,52.0
6,10,13,5,31.6,102.01607943725074,{'tormenta'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",32.0,44.0,20.0,43.0,66.0,55.0
9,10,30,7,17.88235294117647,103.10753550781965,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",92.0,68.0,6.0,72.0,37.0,8.0
10,10,33,6,13.842105263157896,101.08568202148953,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",37.0,70.0,69.0,45.0,40.0,25.0
6,10,10,6,59.0,106.29656934208698,{'tormenta'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",74.0,41.0,10.0,10.0,75.0,26.0
11,10,35,7,16.0,102.77257533602359,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",8.0,31.0,77.0,38.0,87.0,83.0
6,10,22,4,20.555555555555557,100.11467759934014,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",15.0,98.0,72.0,46.0,89.0,51.0
6,10,13,6,25.333333333333332,110.03516320553558,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",70.0,73.0,13.0,16.0,57.0,74.0
5,10,10,5,47.0,100.29427896969555,{'tormenta'},"{'desierto', 'pradera', 'sabana', 'pantano'}",56.0,85.0,25.0,56.0,29.0,40.0
4,10,10,4,44.8,100.96663293337784,{'tormenta'},"{'desierto', 'pradera', 'sabana', 'pantano'}",60.0,19.0,39.0,19.0,88.0,29.0
2,10,10,2,50.0,100.0333732914618,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",29.0,77.0,73.0,26.0,11.0,81.0
8,10,35,6,26.083333333333332,104.0369519917183,{'tormenta'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",85.0,58.0,40.0,97.0,87.0,47.0
8,10,35,5,11.733333333333333,105.09533416061453,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",77.0,55.0,6.0,27.0,97.0,28.0
5,10,13,5,34.666666666666664,101.16864991544809,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",18.0,86.0,39.0,30.0,48.0,67.0
6,10,19,4,32.125,100.12661749378356,{'tormenta'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",80.0,33.0,5.0,66.0,70.0,79.0
12,10,26,7,14.833333333333334,101.36642576206538,{'tormenta'},"{'pradera', 'sabana', 'pantano'}",5.0,17.0,88.0,81.0,67.0,51.0
5,10,14,5,27.0,103.61945936511889,{'tormenta'},"{'pradera', 'agua', 'sabana'}",78.0,31.0,69.0,44.0,89.0,91.0
5,10,18,5,30.75,101.17641934635563,{'tormenta'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",26.0,5.0,90.0,59.0,80.0,56.0
8,10,20,5,27.285714285714285,104.35743794068331,{'tormenta'},"{'pradera', 'sabana', 'pantano'}",28.0,30.0,53.0,14.0,90.0,80.0
17,10,44,15,14.592592592592593,100.3001286302869,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",28.0,51.0,67.0,41.0,7.0,10.0
15,10,31,10,21.5,100.38249894662238,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",75.0,48.0,32.0,8.0,9.0,32.0
9,10,31,9,18.352941176470587,100.47928027871403,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",95.0,7.0,95.0,29.0,21.0,19.0
7,10,19,5,22.75,102.85537496083067,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",65.0,15.0,53.0,83.0,85.0,89.0
10,10,17,8,30.666666666666668,104.429677837916,{'tormenta'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",30.0,30.0,30.0,50.0,51.0,88.0
19,10,44,10,14.714285714285714,100.29188210206142,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",75.0,62.0,76.0,77.0,7.0,44.0
10,10,29,8,11.222222222222221,100.51371792848106,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",39.0,7.0,94.0,59.0,62.0,49.0
8,10,35,7,21.454545454545453,101.44386354045818,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",72.0,65.0,93.0,28.0,43.0,74.0
8,10,27,6,17.466666666666665,101.69319542864626,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",84.0,49.0,16.0,10.0,55.0,49.0
5,10,13,5,48.166666666666664,100.77624792858312,{'tormenta'},"{'desierto', 'pradera', 'sabana', 'pantano'}",68.0,57.0,15.0,77.0,51.0,68.0
4,10,10,4,38.5,100.05324864440594,{'tormenta'},"{'pradera', 'sabana', 'pantano'}",59.0,86.0,54.0,92.0,77.0,42.0
11,10,18,10,30.0,100.11685718310095,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",31.0,24.0,46.0,61.0,5.0,77.0
6,10,15,5,35.0,101.28021411873584,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",50.0,96.0,17.0,71.0,61.0,20.0
20,10,52,13,9.909090909090908,100.24454217619494,{'tormenta'},"{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",13.0,22.0,69.0,51.0,14.0,18.0
9,10,24,5,18.083333333333332,100.43130181845432,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",61.0,11.0,6.0,74.0,17.0,58.0
7,10,17,7,33.5,96.23751739110259,{'tormenta'},"{'pradera', 'sabana', 'pantano'}",75.0,17.0,32.0,49.0,64.0,16.0
8,10,21,8,32.333333333333336,100.15789526088177,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",95.0,32.0,76.0,6.0,8.0,9.0
6,10,19,5,29.09090909090909,101.48298530406551,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",28.0,22.0,60.0,15.0,71.0,91.0
2,10,12,2,36.0,100.07024236127138,{'tormenta'},"{'pradera', 'sabana', 'pantano'}",88.0,37.0,29.0,41.0,35.0,7.0
9,10,12,8,34.666666666666664,101.99895131728657,{'tormenta'},"{'pradera', 'sabana', 'pantano'}",62.0,21.0,7.0,76.0,23.0,84.0
10,10,23,7,8.0,99.52790689527836,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",55.0,41.0,24.0,48.0,70.0,91.0
8,10,23,8,30.90909090909091,101.80825447074041,{'tormenta'},"{'pradera', 'sabana', 'pantano'}",76.0,95.0,23.0,74.0,27.0,76.0
30,10,67,15,9.15625,100.49415914157656,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",40.0,78.0,97.0,37.0,13.0,28.0
8,10,10,8,45.857142857142854,101.79466979696906,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",14.0,36.0,63.0,54.0,24.0,47.0
14,10,17,13,22.625,101.91403751126339,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",11.0,74.0,34.0,90.0,34.0,46.0
5,10,14,4,32.57142857142857,100.06469820518535,{'tormenta'},"{'pradera', 'sabana', 'pantano'}",92.0,7.0,40.0,71.0,20.0,66.0
24,10,62,23,12.72972972972973,100.30311000209808,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",25.0,83.0,25.0,45.0,5.0,42.0
9,10,26,8,24.46153846153846,103.04633689110311,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",29.0,50.0,94.0,18.0,67.0,26.0
8,10,27,7,13.181818181818182,103.42231407308017,{'tormenta'},"{'desierto', 'pradera', 'sabana', 'pantano'}",14.0,5.0,18.0,35.0,43.0,45.0
9,10,37,6,12.6875,101.8388788902667,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",93.0,32.0,29.0,14.0,89.0,55.0
8,10,22,6,48.4,100.67761531316084,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",86.0,72.0,6.0,38.0,55.0,56.0
8,10,18,8,23.5,98.08161828958455,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",54.0,29.0,10.0,84.0,42.0,89.0
8,10,21,7,22.875,100.62555283551397,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",31.0,91.0,6.0,68.0,73.0,9.0
7,10,15,7,18.333333333333332,100.62609119205207,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",25.0,6.0,57.0,58.0,36.0,83.0
7,10,17,6,26.454545454545453,100.63402351425289,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",99.0,19.0,74.0,18.0,61.0,6.0
11,10,20,9,32.5,100.20059516170546,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",52.0,64.0,17.0,34.0,11.0,14.0
8,10,27,8,18.53846153846154,100.0688147645551,{'tormenta'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",75.0,74.0,40.0,50.0,37.0,33.0
8,10,18,6,27.1,104.04992175518123,{'tormenta'},"{'pradera', 'sabana', 'pantano'}",99.0,20.0,6.0,59.0,55.0,58.0
16,10,32,11,12.444444444444445,101.8148400042484,{'tormenta'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",72.0,39.0,76.0,54.0,41.0,29.0
6,10,16,5,26.166666666666668,100.97127087977186,{'tormenta'},"{'pradera', 'agua', 'sabana', 'pantano'}",34.0,44.0,42.0,11.0,56.0,46.0
7,10,17,6,39.666666666666664,100.06695254708688,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",41.0,72.0,15.0,79.0,59.0,61.0
18,10,45,14,12.529411764705882,102.47883292619193,{'tormenta'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",22.0,80.0,58.0,86.0,31.0,35.0
